sexo,etnia,region,zona,educacion,tabaquismo,actividad_fisica,dieta,alcohol,categoria_imc,sbp,dbp,glucosa,ldl,hdl,trigliceridos,hba1c,albuminuria,creatinina,frecuencia_cardiaca
False,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False
False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False
False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False
False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False
False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True
False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False
False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True
False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False
False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False
False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False
False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False
False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False
False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False
False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True
False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False
False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True
False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False
False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True
False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False
False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False
False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True
True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,True
False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False
False,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False
True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
True,False,False,False,True,False,False,True,False,True,False,False,True,True,True,False,True,False,False,True
False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False
False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
False,True,True,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,True
False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True
False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True
False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True
False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True
True,False,False,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False
False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False
False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,True
False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False
True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True
False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False
False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False
False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False
False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False
False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False
False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,True,True
True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True
False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True
False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True
False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True
False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False
False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False
False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True
False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True
False,False,False,False,True,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False
False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,True,True,False,False
True,False,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True
True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True
True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True
True,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,True,False,True,True
False,True,False,False,False,False,True,False,True,False,True,True,True,False,True,True,False,True,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False
False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False
True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,True,True
True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True
True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True
False,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,False,True
False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
False,False,False,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False
True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False
False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True
False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False
False,True,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,True,True,True
True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False
False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
False,False,False,True,False,True,True,False,True,True,False,False,True,True,False,False,True,True,False,False
False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True
True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True
False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True
False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True
True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
True,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,True,True,False,False
True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False
False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True
False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False
True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,False,False,True,True,False
False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
True,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False
False,False,False,False,True,False,True,False,True,False,False,True,True,True,False,True,False,False,True,False
False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
False,False,True,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False
False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False
True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False
False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,True,False
False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
True,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False
False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,True
False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False
True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False
True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True
True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False
False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,True,True,True,False,False
False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False
False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False
False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False
False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False
False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False
False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,True,False
True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True
False,True,True,False,False,True,True,True,True,False,True,False,False,False,False,True,False,True,True,False
False,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False
True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True
False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False
False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True
False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,True,True,False,True
False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False
False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
True,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False
False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False
True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True
True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True
True,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,True
False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False,True,True,True,True
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True
False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True
True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
True,False,True,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True
True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True
False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False
False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True
False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False
False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True
False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True
True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True
True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
False,True,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False
False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True
False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,False
True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True
False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True
False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
True,False,True,True,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False
True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,True,False
False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False
False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False
False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True
False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False
False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True
False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,False,False,False
True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False
False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False
False,True,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False
False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True
False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True
False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False
True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
True,False,False,False,False,False,False,True,True,True,False,False,True,True,False,True,False,False,False,False
False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True
False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True
False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
